age,id_number,phone,children,seniority_months,net_salary,other_income,household_income,fixed_expenses,existing_loans,existing_loan_amount_remaining,existing_loan_monthly,account_number,savings,assets_value,credit_amount,credit_duration_months,dti,risk_score,default,dti_risk,score_group_Bon,score_group_Moyen,score_group_Risque élevé,score_group_Très risqué,credit_type_encoded,contract_type_encoded
47,10000285,239845082,2,92,2469,0,2469,588,False,0,0,3613376052304588,3676,0,12200,30,0.1647090589982449,0.2413492324079299,0,0,True,False,False,False,,1.0
54,10000286,281757508,2,137,2622,0,2622,1417,False,0,0,1650254472419165,3369,71505,500,19,0.0100365329800473,0.0850786864185635,0,0,False,False,False,False,,1.0
52,10000287,295672999,0,181,1521,0,1521,27,False,0,0,344096617718249,4976,0,182607,99,1.2126989819297511,0.6822923891418659,1,1,False,False,False,True,,1.0
40,10000288,273852097,1,57,2511,1352,3863,442,False,0,0,8980880678214174,18022,0,1484,46,0.0083512476223705,0.020503325867483,0,0,False,False,False,False,,1.0
64,10000289,258116670,0,43,1813,265,2078,1280,False,0,0,6813592664869893,1984,14671,3737,26,0.069167838898349,0.2139106476823166,0,0,True,False,False,False,,1.0
49,10000290,278090647,0,29,1109,0,1109,1036,False,0,0,9698748694155945,1138,47842,9512,25,0.3430838593327322,0.6034346285378359,1,0,False,False,True,False,,
34,10000291,250291467,0,41,985,0,985,1197,False,0,0,119292075360511,731,0,805,33,0.024765420704507,0.3608008540774219,0,0,False,True,False,False,,3.0
47,10000292,232815223,1,22,852,0,852,905,False,0,0,7160398863653621,684,3188,500,15,0.0391236306729264,0.3249804381846635,0,0,True,False,False,False,,
69,10000293,298263548,1,10,2177,0,2177,1389,False,0,0,8945590670009942,6366,57309,966,44,0.0100847705349313,0.2497390069737336,0,0,True,False,False,False,,1.0
75,10000294,284926784,1,21,2898,0,2898,613,False,0,0,4894204664896676,104,6053,37923,61,0.2145233004106846,0.4669896332804266,0,0,False,True,False,False,,3.0
34,10000295,234311643,0,125,3094,0,3094,1231,False,0,0,564204565775809,397,74271,4295,30,0.0462723550958845,0.259706658770083,0,0,True,False,False,False,,1.0
25,10000296,249431028,0,75,3297,0,3297,241,False,0,0,7453389062354662,1620,71244,6740,68,0.0300629806062552,0.1749256199890516,0,0,False,False,False,False,,1.0
67,10000297,223100061,2,118,1582,0,1582,881,True,1164,20,2654016599530062,2182,0,4094,8,0.3361251580278129,0.4114145785384723,0,0,False,True,False,False,,1.0
69,10000298,273187139,0,16,508,543,1051,432,False,0,0,2122427677462591,10735,0,2922,31,0.0896841717565452,0.2475292348301157,0,0,True,False,False,False,,
27,10000299,227172371,0,24,697,0,697,598,False,0,0,6011241158488600,626,26684,16006,72,0.3189462776980711,0.5984513376107342,1,0,False,False,True,False,,
56,10000300,244715663,3,29,3115,0,3115,1528,False,0,0,8017986778231299,279,0,32529,45,0.2320599250936329,0.3646880846046215,0,0,False,True,False,False,,1.0
30,10000301,285031958,0,91,2500,0,2500,1157,True,31351,298,5704726426121203,1020,60669,16482,35,0.3075657142857143,0.4800698979208015,1,0,False,True,False,False,,1.0
52,10000302,234571018,0,210,1600,513,2113,1433,False,0,0,8437536596807852,985,117980,8039,23,0.16541492623305,0.3433908847294219,0,0,True,False,False,False,,1.0
64,10000303,255047826,2,150,1634,0,1634,1413,False,0,0,5482421838545400,1488,0,16083,67,0.1469062277352527,0.3699719934101243,0,0,False,True,False,False,,1.0
44,10000304,297836731,0,211,3153,0,3153,657,False,0,0,6445475231123274,1317,283,7656,46,0.0527861663839821,0.217970517750566,0,0,True,False,False,False,,1.0
69,10000305,221985619,2,231,2526,0,2526,816,False,0,0,8979177633427203,4087,0,3458,12,0.1140802322512536,0.0940881499076273,0,0,False,False,False,False,,1.0
54,10000306,239830361,0,26,1636,0,1636,870,False,0,0,8862175080196304,3815,0,20668,298,0.0423934625293316,0.4098099241780851,1,0,False,True,False,False,,3.0
42,10000307,257685330,2,216,2175,0,2175,685,False,0,0,5306935882493534,269,0,3773,35,0.0495632183908045,0.2528112347641759,0,0,True,False,False,False,,1.0
50,10000308,239974566,1,31,2916,0,2916,719,True,26609,578,18167784816524,16027,0,20745,38,0.3854324597501985,0.3366516877128824,1,0,True,False,False,False,,1.0
61,10000309,251216287,1,8,1356,0,1356,210,False,0,0,4454460838517993,2894,18429,8180,47,0.1283499654804493,0.3538207775358176,0,0,False,True,False,False,,1.0
36,10000310,266434872,1,7,2241,0,2241,1068,False,0,0,7810539128788486,15058,8945,8703,65,0.0597466790237874,0.2453846153846153,0,0,True,False,False,False,,1.0
27,10000311,254468633,0,27,755,0,755,350,True,9086,395,9996988290457927,1829,74341,8632,26,0.9629139072847682,0.8623296943884663,1,1,False,False,False,True,,
48,10000312,259886371,2,7,1203,0,1203,646,False,0,0,1472463019864242,555,122275,22623,77,0.2442270946011594,0.5233331720685428,1,0,False,False,True,False,,1.0
28,10000313,244971668,0,21,596,669,1265,937,False,0,0,3839728339121870,858,0,10789,28,0.3046019198193111,0.567043872837482,1,0,False,False,True,False,,
75,10000314,288593968,2,71,2014,0,2014,1459,False,0,0,6293288098322101,666,29799,9989,44,0.1127223074839758,0.4904199392133851,1,0,False,True,False,False,,2.0
26,10000315,249466873,1,3,282,0,282,460,False,0,0,232001867661008,4054,112678,11472,58,0.7013939838591343,0.8045681752794961,1,1,False,False,False,True,,
49,10000316,272244897,0,38,1150,0,1150,1242,False,0,0,9876108143561403,26989,50522,3410,28,0.1059006211180124,0.354360248447205,0,0,False,True,False,False,,2.0
66,10000317,225808361,0,359,0,832,832,424,False,0,0,8453198074682354,1910,106474,118748,230,0.6205476588628762,0.6714445020427702,1,1,False,False,False,True,,
63,10000318,273154349,2,19,630,0,630,1202,False,0,0,6951003076205459,192,0,3753,28,0.2127551020408163,0.7110634280350393,1,0,False,False,False,True,,
52,10000319,217204398,2,75,1340,0,1340,1441,False,0,0,6715006666411065,2876,778,5841,69,0.0631732641142115,0.2881158440934662,0,0,True,False,False,False,,1.0
65,10000320,295147289,0,9,1353,0,1353,1149,False,0,0,4113407851699497,3779,14969,8761,11,0.5886582006315931,0.6265880272578215,1,1,False,False,True,False,,3.0
66,10000321,288326059,0,51,913,0,913,375,False,0,0,890583668348268,2127,120394,22198,45,0.5402945113788488,0.6085648558603544,1,1,False,False,True,False,,
26,10000322,287888306,0,252,649,0,649,1819,False,0,0,9996269708386888,1533,102691,503,24,0.0322932717000513,0.5833333333333333,1,0,False,False,True,False,,2.0
62,10000323,293302863,2,30,820,0,820,174,False,0,0,9178791505962571,2547,119085,17870,78,0.2793933708567855,0.4650823359572034,1,0,False,True,False,False,,
51,10000324,219558414,0,410,788,0,788,1316,True,11233,561,9760932012657898,3361,57798,1373,39,0.7566054926461018,0.8031498112716386,1,1,False,False,False,True,,2.0
50,10000325,273380252,2,35,32,0,32,745,True,19130,205,2604180952175585,10772,20644,139047,155,34.43991935483871,1.0,1,1,False,False,False,True,,
57,10000326,236111227,0,154,2979,0,2979,282,False,0,0,1777412746921188,1577,196137,500,18,0.0093245309760919,0.1679292081608295,0,0,False,False,False,False,,
45,10000327,277172936,1,412,715,0,715,1628,False,0,0,2419962642229758,13093,1926,28123,47,0.8368695134652581,0.9331771786014244,1,1,False,False,False,True,,2.0
57,10000328,226081422,0,5,1303,0,1303,1176,False,0,0,9170454218545705,27541,94626,10612,27,0.3016400898212102,0.4060359284841249,0,0,False,True,False,False,,3.0
52,10000329,261226775,1,50,414,0,414,930,False,0,0,6820922570900163,373,17288,11649,22,1.2789855072463767,1.0,1,1,False,False,False,True,,
30,10000330,281113720,0,74,1186,56,1242,1067,False,0,0,5640723247282895,1688,88589,7261,19,0.3076955674209679,0.5554543906262076,0,0,False,False,True,False,,2.0
32,10000331,250044631,2,274,1112,0,1112,1691,False,0,0,4001788224731261,1589,6488,21889,61,0.3226943035735346,0.6926621946457243,1,0,False,False,False,True,,2.0
53,10000332,265446317,0,271,1601,0,1601,1501,False,0,0,6850710580119509,521,0,4249,44,0.0603174152518312,0.4902401747570869,1,0,False,True,False,False,,
71,10000333,217256074,1,190,1633,0,1633,834,False,0,0,2711526105370923,3696,0,20940,43,0.2982098862131332,0.3605922515282416,0,0,False,True,False,False,,1.0
67,10000334,230237141,3,102,1987,0,1987,736,False,0,0,71695007418948,1155,6454,3688,58,0.0320011106676153,0.2057429959000993,0,0,True,False,False,False,,1.0
37,10000335,228436852,0,4,846,0,846,1521,False,0,0,5432987698936529,18684,0,2739,57,0.0567998009207415,0.4424007714321264,0,0,False,True,False,False,,
51,10000336,236883353,3,37,1682,0,1682,626,False,0,0,4471619827348131,14624,0,19892,56,0.2111856633259725,0.3432740702080062,0,0,True,False,False,False,,3.0
72,10000337,255992373,3,109,3097,0,3097,1185,True,13691,198,450258963217435,563,146284,13693,77,0.1213532995903031,0.3977129931067626,0,0,False,True,False,False,,1.0
75,10000338,264920799,0,91,2810,0,2810,412,False,0,0,7483526806486067,4404,0,24234,56,0.1540035587188612,0.2472501756598901,0,0,True,False,False,False,,1.0
46,10000339,286424055,0,214,1542,0,1542,1254,False,0,0,3983448838425364,951,24741,41561,42,0.6417299734420356,0.7241001295197951,1,1,False,False,False,True,,2.0
64,10000340,271414198,0,406,1641,0,1641,463,True,15944,161,6280550774065795,20108,0,10157,79,0.1764592445174677,0.3629054528344094,0,0,False,True,False,False,,2.0
52,10000341,229223220,1,436,1174,0,1174,1102,False,0,0,5156239209085510,250,12165,5462,45,0.1033882263865228,0.523003491663447,0,0,False,False,True,False,,2.0
61,10000342,252464268,1,15,2824,546,3370,2112,False,0,0,7409131117861902,17282,0,1101,76,0.0042987662033421,0.2457254411994377,0,0,True,False,False,False,,
36,10000343,234207075,0,22,2468,0,2468,915,False,0,0,5476022069535412,24819,7412,153350,138,0.4502560308176543,0.4033453645316983,0,0,False,True,False,False,,1.0
26,10000344,220846331,0,56,3261,0,3261,469,True,20007,741,122759500260151,12282,119225,142312,218,0.4274171540783629,0.4752794532883669,1,0,False,True,False,False,,1.0
37,10000345,275441993,3,50,796,0,796,1069,False,0,0,5325947950740717,2760,0,3854,30,0.1613902847571189,0.3228101760423387,0,0,True,False,False,False,,1.0
25,10000346,254644768,0,191,973,0,973,188,True,29809,1242,3279805950310064,638,20045,5232,6,2.172661870503597,1.0,1,1,False,False,False,True,,2.0
75,10000347,294695784,1,127,2528,0,2528,651,False,0,0,9340391045203608,2826,9591,4308,59,0.0288832868483158,0.1190133639518958,0,0,False,False,False,False,,1.0
65,10000348,233732951,0,187,2483,1131,3614,517,False,0,0,9411849135992855,76,0,34134,71,0.1330272726564144,0.4242238363462304,0,0,False,True,False,False,,
69,10000349,252065724,3,22,1587,0,1587,646,False,0,0,3595205610067990,1033,13253,27611,69,0.2521483429677725,0.504435684228901,0,0,False,False,True,False,,3.0
62,10000350,295161010,0,21,436,0,436,1381,False,0,0,696801867740378,30375,0,3228,42,0.1762778505897772,0.6956258191349934,1,0,False,False,False,True,,3.0
27,10000351,217786452,2,41,611,0,611,1146,False,0,0,4233944953006776,459,0,4352,76,0.0937203893530881,0.647741313730364,1,0,False,False,True,False,,
72,10000352,210632635,0,214,2852,0,2852,294,False,0,0,2550325017365426,925,58900,2995,67,0.0156737351112599,0.1599833284791967,0,0,False,False,False,False,,1.0
42,10000353,270673557,0,453,973,0,973,173,False,0,0,2417842902923345,1350,0,20302,24,0.8693902021240151,0.7111276460358019,1,1,False,False,False,True,,2.0
26,10000354,246712288,0,87,2274,0,2274,971,False,0,0,1100906053088684,8029,116159,8210,14,0.2578841563010428,0.1716368720253961,0,0,False,False,False,False,,1.0
62,10000355,238102825,1,150,3733,0,3733,1334,True,1967,54,3021166732904575,2011,12461,21162,48,0.1325676399678542,0.3876251892701908,1,0,False,True,False,False,,1.0
37,10000356,232629881,2,201,2050,0,2050,961,False,0,0,9887592129964260,2482,0,9493,40,0.1157682926829268,0.2643387361465778,0,0,True,False,False,False,,1.0
64,10000357,287346846,0,140,2074,0,2074,1412,False,0,0,3362027558214770,2380,22067,14678,67,0.1056290389901984,0.3119458428730499,0,0,True,False,False,False,,1.0
72,10000358,231264801,0,345,1177,0,1177,374,False,0,0,9207115238023621,448,116310,3318,53,0.0531892723746012,0.3919431771941321,0,0,False,True,False,False,,2.0
48,10000359,275709924,0,37,1766,0,1766,1238,False,0,0,9215818970591611,2123,13382,128126,82,0.8847747424246609,0.8057488853617347,1,1,False,False,False,True,,3.0
43,10000360,221816709,1,45,2307,0,2307,319,True,31264,406,8638558819597721,2460,0,795,35,0.1858319400582079,0.1950739983899931,0,0,False,False,False,False,,1.0
72,10000361,227368573,1,173,2514,0,2514,1397,False,0,0,6880053789318692,3869,32030,28276,46,0.2445090104112621,0.3537918298348106,0,0,False,True,False,False,,1.0
43,10000362,292474074,0,43,371,0,371,804,True,33941,1060,8972845401822720,11675,174509,12702,63,3.4005904248491854,1.0,1,1,False,False,False,True,,
57,10000363,268211760,0,329,1051,0,1051,1152,False,0,0,283948232204144,4763,0,5030,27,0.1772562286358671,0.3959712799986736,1,0,False,True,False,False,,2.0
53,10000364,295025258,0,216,1217,0,1217,1010,False,0,0,7432811659930202,2020,0,8860,68,0.107061723621248,0.3217180833304728,0,0,True,False,False,False,,1.0
66,10000365,267634397,0,9,1639,0,1639,322,True,1832,20,304232277521353,986,16871,2202,25,0.0659426479560707,0.4163319490284063,0,0,False,True,False,False,,3.0
44,10000366,264142556,0,23,1341,0,1341,1305,False,0,0,281650646300593,2545,14754,8386,55,0.1137007660497593,0.480764298984299,1,0,False,True,False,False,,2.0
25,10000367,267582820,0,95,1633,707,2340,919,False,0,0,7775691983210291,2782,0,2257,55,0.0175369075369075,0.2159250194250194,0,0,True,False,False,False,,
39,10000368,274075580,0,165,1442,0,1442,872,False,0,0,6174690298310438,427,0,2716,21,0.0896902450300508,0.2951517227449777,0,0,True,False,False,False,,1.0
62,10000369,261447859,0,244,1282,0,1282,319,False,0,0,4196622913167080,154,10771,500,32,0.0121879875195007,0.3307226420793359,0,0,True,False,False,False,,
54,10000370,210626681,0,17,3961,0,3961,244,True,3048,26,5685667063621986,89,0,8904,7,0.3276950265084574,0.5883192244541495,1,0,False,False,True,False,,
61,10000371,215063406,0,112,3539,0,3539,1010,True,28195,626,5504944407663493,597,0,26707,35,0.3924998990836798,0.645338092041379,1,0,False,False,True,False,,
60,10000372,281643088,0,103,1149,0,1149,762,False,0,0,3965049627322626,928,93303,3545,13,0.2373301198366472,0.4920691891845355,0,0,False,True,False,False,,
39,10000373,236764927,0,57,426,0,426,1557,False,0,0,1142436258542188,52,22510,6791,19,0.8390165554731901,1.0,1,1,False,False,False,True,,
73,10000374,260076822,2,91,2112,0,2112,564,False,0,0,879919623419964,491,113602,25170,59,0.2019934514637904,0.316952883761971,0,0,True,False,False,False,,1.0
59,10000375,211889398,1,34,1319,0,1319,454,False,0,0,3385324725058333,5642,79278,1014,21,0.0366078197768872,0.2162731506552583,0,0,True,False,False,False,,
46,10000376,253246714,0,30,374,0,374,701,False,0,0,4303115876054576,4039,0,4456,56,0.2127578304048892,0.535009876224951,0,0,False,False,True,False,,3.0
39,10000377,281274148,0,192,1133,0,1133,830,False,0,0,9475769453536597,1250,90897,5908,24,0.2172697852309502,0.5044848312577973,1,0,False,False,True,False,,
53,10000378,235578773,0,186,2529,0,2529,190,True,25852,646,4669861634212545,668,0,7585,39,0.3323397309162433,0.4265937793587998,1,0,False,True,False,False,,1.0
52,10000379,212404661,0,184,2436,172,2608,851,False,0,0,809594815269255,540,18,6754,58,0.0446504125237994,0.2508175602359596,0,0,True,False,False,False,,1.0
61,10000380,210553491,0,104,928,0,928,338,False,0,0,9664721307423591,1232,9484,7201,24,0.3233207614942529,0.4997492065981033,1,0,False,True,False,False,,2.0
66,10000381,294112495,0,165,1497,0,1497,1028,True,14706,126,4261404893326145,4465,15320,32411,247,0.171822727776741,0.594183579007878,1,0,False,False,True,False,,
41,10000382,243396474,0,223,2464,0,2464,1216,True,33896,297,4307963731008178,9143,48911,8285,33,0.2224271940181031,0.2629968516332153,0,0,True,False,False,False,,1.0
72,10000383,240368869,3,6,1312,0,1312,1284,False,0,0,5221158718452354,2489,30642,8029,35,0.1748475609756097,0.5047452768581235,1,0,False,False,True,False,,3.0
33,10000384,256217844,0,39,1349,0,1349,799,True,5571,126,2687447017320865,1218,0,22950,70,0.3364396907762363,0.5128055475484001,1,0,False,False,True,False,,1.0
56,10000385,251888314,0,55,607,0,607,1252,False,0,0,2377729665633701,180,2306,8093,29,0.4597511787763449,0.8388431772551068,1,0,False,False,False,True,,
58,10000386,227304799,0,31,794,0,794,1309,False,0,0,4005278105580002,732,5822,99313,118,1.0599944498996712,1.0,1,1,False,False,False,True,,
34,10000387,223785264,0,30,500,0,500,1119,False,0,0,7221425731609439,7244,9931,292081,305,1.9152852459016396,1.0,1,1,False,False,False,True,,1.0
44,10000388,261479273,1,50,896,0,896,1900,False,0,0,1368172031369552,264,0,4080,38,0.1198308270676691,0.7030746825790892,1,0,False,False,False,True,,
48,10000389,277556678,0,12,1187,0,1187,442,True,33161,896,8620929735259533,45,7754,5056,34,0.8801229000446008,0.856124545609459,1,1,False,False,False,True,,
55,10000390,289010042,3,68,1914,0,1914,1550,True,1644,58,2227393899204573,3775,107176,14576,57,0.1639076793341766,0.4352425040338351,0,0,False,True,False,False,,1.0
56,10000391,251086072,0,230,1393,887,2280,901,False,0,0,5323661850761087,1849,0,4921,30,0.0719444444444444,0.3629220334290962,0,0,False,True,False,False,,
73,10000392,232417070,3,107,1609,0,1609,1035,True,4066,254,826971823601071,1933,16322,2411,80,0.1765926041019266,0.3068436201012753,0,0,True,False,False,False,,1.0
58,10000393,218762675,0,203,1617,0,1617,757,False,0,0,2615838821764846,224,82700,19406,52,0.2307930165073022,0.510231395704973,0,0,False,False,True,False,,
40,10000394,216136213,1,16,1753,0,1753,1021,False,0,0,7357422332228019,1029,0,32423,62,0.2983180906464494,0.4003446039687081,0,0,False,True,False,False,,1.0
46,10000395,250024028,0,221,3358,0,3358,1358,False,0,0,4425892225606295,1231,0,14893,61,0.0727062361475898,0.2732134558936343,0,0,True,False,False,False,,1.0
51,10000396,249034245,2,211,2299,0,2299,186,True,374,20,3506373118046741,8432,0,3431,15,0.108191967522111,0.1554124981876178,0,0,False,False,False,False,,1.0
69,10000397,271193393,0,114,481,0,481,1566,False,0,0,3075384185201362,243,13089,4463,19,0.4883466462413831,0.872809150079948,1,0,False,False,False,True,,1.0
50,10000398,279831928,3,222,1328,0,1328,1357,False,0,0,6084639756154705,4652,0,24586,48,0.385699046184739,0.6197140853240922,1,0,False,False,True,False,,2.0
44,10000399,290043415,0,109,3575,0,3575,449,True,28043,272,5491215164119556,321,27827,12235,49,0.1459283573569288,0.3719636910980487,0,0,False,True,False,False,,1.0
30,10000400,280345879,0,116,2607,0,2607,1927,True,23703,423,4091969395787520,671,108358,13163,18,0.4427609427609428,0.5777844758078537,1,0,False,False,True,False,,1.0
40,10000401,255343466,0,43,1295,0,1295,1377,True,8126,78,7020426201971212,20831,0,13992,49,0.2807343786935624,0.5217918209754944,1,0,False,False,True,False,,
27,10000402,268205561,0,35,2074,0,2074,1212,False,0,0,4139369678976098,29044,91599,9150,26,0.169683257918552,0.3055300051924931,0,0,True,False,False,False,,3.0
46,10000403,227956913,0,21,2293,1,2294,1289,False,0,0,7312677319227607,4194,6455,23174,72,0.140305628208854,0.4542131680694161,1,0,False,True,False,False,,3.0
73,10000404,256000822,0,54,1171,0,1171,421,True,6911,147,5988978653394319,1817,24949,13390,78,0.2721320808425846,0.5856434690246495,1,0,False,False,True,False,,
65,10000405,275790669,0,4,1176,0,1176,1050,False,0,0,1654308952312021,2786,0,8463,67,0.107409381663113,0.4610605660597902,1,0,False,True,False,False,,
52,10000406,258217837,1,107,2453,0,2453,1191,False,0,0,9150576449747000,1825,0,6339,79,0.0327111725760757,0.2283426798609205,0,0,True,False,False,False,,1.0
59,10000407,235290114,0,2,399,0,399,971,False,0,0,2687644867649797,903,11408,7784,41,0.4758237056054771,0.8821686176529722,1,0,False,False,False,True,,3.0
52,10000408,232130289,0,39,155,817,972,1274,True,3184,36,4163656045006355,8955,13802,1910,50,0.0763374485596707,0.4771399176954732,1,0,False,True,False,False,,
72,10000409,264142310,2,42,1343,0,1343,377,False,0,0,3730964969277119,107,77545,20462,14,1.0882884799489416,0.6763768246530955,1,1,False,False,False,True,,1.0
66,10000410,212566878,2,123,179,0,179,283,False,0,0,5296353059702551,82,0,712,27,0.1473205048624043,0.4730776374092443,0,0,False,True,False,False,,1.0
37,10000411,240657783,0,54,1852,0,1852,211,False,0,0,2827636431594898,4004,19036,7598,40,0.1025647948164146,0.1527332636128943,0,0,False,False,False,False,,1.0
44,10000412,240107903,1,231,3332,0,3332,1369,False,0,0,9596546634544344,2250,3900,7135,18,0.1189642523676137,0.2461548146911978,0,0,True,False,False,False,,1.0
47,10000413,227610141,2,331,76,0,76,933,False,0,0,1491699939344974,3334,9786,12838,9,18.769005847953213,1.0,1,1,False,False,False,True,,
36,10000414,238345472,0,420,1391,0,1391,1569,False,0,0,3946408822309586,4184,0,26843,41,0.4706738440497274,0.6762916599528184,1,0,False,False,False,True,,2.0
30,10000415,212941149,0,10,964,0,964,1260,False,0,0,2973988941321097,761,0,21606,32,0.7004019709543569,0.8191748661539109,1,1,False,False,False,True,,
65,10000416,289147232,2,201,1191,0,1191,886,False,0,0,2021707548534655,2140,0,500,78,0.0053822471958492,0.2637398006415639,0,0,True,False,False,False,,2.0
41,10000417,277730769,0,203,3146,0,3146,457,False,0,0,7922030044964612,6269,19856,13871,29,0.1520376175548589,0.1922211147405309,0,0,False,False,False,False,,1.0
58,10000418,232680748,0,39,2166,0,2166,959,False,0,0,9390025121375658,2142,8337,2537,19,0.0616464985177625,0.1222770155482417,0,0,False,False,False,False,,1.0
53,10000419,226530521,0,57,1460,0,1460,647,False,0,0,9635957086199314,725,92356,6731,23,0.2004466944609887,0.4751123619263794,0,0,False,True,False,False,,
72,10000420,259203071,1,116,2040,0,2040,715,False,0,0,5843456631138850,633,0,6007,40,0.0736151960784313,0.2609477037153077,0,0,True,False,False,False,,1.0
36,10000421,297314051,1,170,2474,0,2474,845,False,0,0,3423622033474246,1927,112887,4446,25,0.0718835893290218,0.193321089544894,0,0,False,False,False,False,,1.0
75,10000422,215014834,0,31,629,660,1289,320,False,0,0,3104379686800852,779,30407,7569,18,0.32622187742436,0.4971456783493702,0,0,False,True,False,False,,
29,10000423,260357475,1,12,953,0,953,1474,True,10043,122,9469021774174304,2469,35431,1222,22,0.1863016312124392,0.556524849756749,1,0,False,False,True,False,,3.0
27,10000424,295942441,0,37,1122,0,1122,336,False,0,0,3502385022894665,2833,33650,6884,23,0.2667596682941951,0.2693288095504634,0,0,True,False,False,False,,1.0
58,10000425,244331441,0,16,987,426,1413,1052,True,21464,298,2752332829302025,7076,115125,6508,18,0.4667767555241016,0.5483879845875599,1,0,False,False,True,False,,
43,10000426,281770706,0,3,1373,0,1373,128,True,583,20,6913303033467711,1899,0,5454,69,0.0721365464390892,0.4232143972855065,1,0,False,True,False,False,,
37,10000427,293635734,0,111,2395,0,2395,1726,False,0,0,6750762799553024,5075,3336,9215,78,0.0493281944221401,0.2176969379260121,0,0,True,False,False,False,,1.0
69,10000428,216521231,2,32,956,0,956,1204,False,0,0,5301239847230342,17785,99474,41460,95,0.4565073772296851,0.6357236181035573,1,0,False,False,True,False,,
46,10000429,289715138,3,48,956,0,956,628,True,28764,668,284719017222405,383,0,4460,7,1.3652121936640764,0.9274494044353044,1,1,False,False,False,True,,1.0
47,10000430,216437132,0,43,1869,771,2640,1172,False,0,0,764871775461992,6420,11042,6724,35,0.0727705627705627,0.2547697661693944,0,0,True,False,False,False,,3.0
64,10000431,298848098,0,8,0,0,0,194,False,0,0,4065838727258122,3989,12267,1897,32,59.28125,1.0,1,1,False,False,False,True,,
49,10000432,224510741,0,33,102,0,102,490,True,5710,83,5909566844823733,360,0,8893,50,2.557450980392157,1.0,1,1,False,False,False,True,,
30,10000433,297720360,0,236,3267,347,3614,908,True,10130,98,7912121101878035,7791,0,37575,41,0.2807037671926249,0.4085003222638097,0,0,False,True,False,False,,1.0
48,10000434,212649695,2,184,2210,0,2210,949,False,0,0,8690170740392519,19127,12693,12934,67,0.0873505774295941,0.0993519956777199,0,0,False,False,False,False,,1.0
39,10000435,216473999,2,227,2284,1160,3444,775,True,1672,20,9945295171222764,1022,0,5366,21,0.0800011061335103,0.3276702068349097,0,0,True,False,False,False,,1.0
46,10000436,225541047,1,20,1987,0,1987,870,False,0,0,3387220542216265,2589,0,4850,26,0.0938794471758739,0.3464878005499185,0,0,True,False,False,False,,3.0
39,10000437,265938669,0,172,2838,18,2856,453,True,5124,73,4963308334447048,13108,81200,7312,64,0.065563725490196,0.1500175070028011,0,0,False,False,False,False,,1.0
49,10000438,269634854,0,156,1983,0,1983,237,False,0,0,8789950470205968,2770,8893,3482,24,0.0731635569003194,0.0881345224242408,0,0,False,False,False,False,,1.0
26,10000439,261036796,0,46,2434,0,2434,1158,True,10317,102,5195377492663295,2809,73447,91311,254,0.1896023524996926,0.441052418881917,0,0,False,True,False,False,,1.0
64,10000440,226588648,1,49,2144,0,2144,429,True,36914,567,6342777522592061,23116,0,8744,37,0.374684852763211,0.2798879336425978,0,0,True,False,False,False,,1.0
58,10000441,283454998,3,130,974,0,974,472,False,0,0,6581292059229411,1088,11903,35329,72,0.503778804471823,0.4680423885765573,0,1,False,True,False,False,,1.0
38,10000442,243921959,0,35,958,0,958,1041,False,0,0,5630295596363726,3497,1416,2823,11,0.267887644714367,0.4201508825204023,0,0,False,True,False,False,,2.0
41,10000443,273672398,1,156,2530,0,2530,327,False,0,0,2942066154980851,3896,0,3579,70,0.0202089215132693,0.0274709203839638,0,0,False,False,False,False,,1.0
60,10000444,230552371,0,63,1892,0,1892,817,False,0,0,3313800498321122,1498,12208,40241,58,0.3667073704162717,0.4040107174351606,0,0,False,True,False,False,,1.0
49,10000445,237581060,1,47,512,0,512,1618,False,0,0,1215481582686876,2655,8465,173868,253,1.3422369071146243,1.0,1,1,False,False,False,True,,
39,10000446,294598956,0,231,2738,0,2738,767,True,8852,421,4019185488064420,1540,35676,7429,27,0.2542542542542542,0.552267857505026,0,0,False,False,True,False,,
26,10000447,211248835,2,220,2328,0,2328,308,False,0,0,629877873585664,1021,0,31685,63,0.2160380188730704,0.2998160818499535,0,0,True,False,False,False,,1.0
75,10000448,250415166,2,63,2481,0,2481,242,False,0,0,6419623421926221,5852,0,6602,69,0.038565562039617,0.052804658018592,0,0,False,False,False,False,,1.0
48,10000449,266488410,0,101,0,0,0,956,True,1997,35,3204104294831478,13415,8113,9183,36,290.08333333333337,1.0,1,1,False,False,False,True,,
50,10000450,298807116,0,62,2558,0,2558,490,False,0,0,9117972699994981,774,2747,11155,71,0.0614201235560351,0.2394254936822408,0,0,True,False,False,False,,1.0
57,10000451,223553285,0,215,656,0,656,312,False,0,0,2831800366602000,13103,0,6994,56,0.1903854529616724,0.2974956445993031,0,0,True,False,False,False,,2.0
37,10000452,298916958,0,172,2180,0,2180,798,False,0,0,5328538631050524,7225,0,5176,12,0.1978593272171253,0.1340519877675841,0,0,False,False,False,False,,1.0
47,10000453,279834723,2,161,1349,0,1349,247,False,0,0,3838058269299007,1523,0,2027,6,0.2504324190758586,0.1774405177039607,0,0,False,False,False,False,,1.0
34,10000454,246235719,1,19,2253,0,2253,474,False,0,0,6862763328389633,12914,22106,10982,65,0.0749906108095189,0.211554167093448,0,0,True,False,False,False,,3.0
36,10000455,293590502,0,62,3995,0,3995,211,False,0,0,7618518626713684,3737,0,1170,38,0.0077070021737698,0.1610052038732626,0,0,False,False,False,False,,
